reviews,overall_satisfaction,has_satisfaction,has_reviews,accommodates,bathrooms,bedrooms,address_length,room_type,log_price,price_capped
79,5.0,1,1,3,1.0,2.0,26,Entire home/apt,4.836281906951478,125.0
77,4.5,1,1,4,1.0,2.0,26,Entire home/apt,4.262679877041316,70.0
26,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.875197323201151,130.0
15,5.0,1,1,6,2.0,3.0,27,Entire home/apt,5.303304908059076,200.0
10,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.61512051684126,100.0
51,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
10,5.0,1,1,3,1.0,0.0,26,Entire home/apt,4.454347296253507,85.0
19,4.5,1,1,8,2.0,3.0,26,Entire home/apt,4.0943445622221,59.0
6,5.0,1,1,3,1.0,1.0,26,Entire home/apt,5.327876168789581,205.0
29,4.5,1,1,5,1.0,2.0,26,Entire home/apt,3.8918202981106265,48.0
12,5.0,1,1,6,2.0,3.0,26,Entire home/apt,4.110873864173311,60.0
66,5.0,1,1,8,2.5,3.0,26,Entire home/apt,5.525452939131784,250.0
15,4.5,1,1,6,2.0,2.0,26,Entire home/apt,4.983606621708336,145.0
132,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.110873864173311,60.0
183,5.0,1,1,5,1.0,1.0,26,Entire home/apt,4.68213122712422,107.0
3,3.5,1,1,3,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
9,4.0,1,1,5,1.0,2.0,26,Entire home/apt,4.61512051684126,100.0
17,5.0,1,1,5,1.5,1.0,26,Entire home/apt,5.170483995038151,175.0
7,4.5,1,1,4,1.5,3.0,28,Entire home/apt,5.017279836814924,150.0
45,4.5,1,1,2,1.0,1.0,26,Private room,4.330733340286331,75.0
3,5.0,1,1,6,2.5,4.0,26,Entire home/apt,5.771441123130016,320.0
3,5.0,1,1,8,3.0,4.0,32,Entire home/apt,5.955837369464831,385.0
65,4.5,1,1,4,1.0,2.0,26,Entire home/apt,4.23410650459726,68.0
4,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.7535901911063645,115.0
27,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.61512051684126,100.0
60,5.0,1,1,9,1.5,3.0,26,Entire home/apt,5.19295685089021,179.0
44,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.248495242049359,69.0
4,4.5,1,1,1,1.0,1.0,26,Private room,4.330733340286331,75.0
123,5.0,1,1,3,1.0,0.0,26,Entire home/apt,4.276666119016055,71.0
64,4.5,1,1,2,1.0,0.0,26,Entire home/apt,4.189654742026425,65.0
36,5.0,1,1,8,2.5,4.0,26,Entire home/apt,5.484796933490655,240.0
39,5.0,1,1,4,1.0,1.0,26,Entire home/apt,5.017279836814924,150.0
88,4.5,1,1,2,1.0,1.0,26,Private room,3.367295829986474,28.0
104,5.0,1,1,4,1.0,2.0,26,Private room,4.382026634673881,79.0
48,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.382026634673881,79.0
140,4.5,1,1,16,2.0,5.0,26,Entire home/apt,4.290459441148391,72.0
4,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.61512051684126,100.0
7,4.5,1,1,6,3.0,3.0,26,Entire home/apt,5.420534999272286,225.0
31,5.0,1,1,4,1.0,2.0,28,Private room,3.7612001156935615,42.0
9,4.5,1,1,6,1.0,2.0,26,Entire home/apt,4.867534450455582,129.0
41,5.0,1,1,6,2.0,2.0,26,Entire home/apt,5.093750200806762,162.0
43,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.110873864173311,60.0
24,4.5,1,1,4,1.0,2.0,26,Entire home/apt,4.406719247264253,81.0
110,4.5,1,1,4,2.0,1.0,26,Private room,3.258096538021482,25.0
36,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.61512051684126,100.0
23,5.0,1,1,2,2.0,2.0,27,Entire home/apt,5.170483995038151,175.0
43,5.0,1,1,4,1.5,1.0,26,Private room,4.02535169073515,55.0
25,5.0,1,1,4,2.0,2.0,26,Entire home/apt,5.525452939131784,250.0
34,4.5,1,1,3,1.0,1.0,27,Entire home/apt,3.713572066704308,40.0
5,5.0,1,1,7,2.0,4.0,26,Entire home/apt,5.703782474656201,299.0
38,5.0,1,1,6,2.5,3.0,26,Entire home/apt,5.69035945432406,295.0
11,4.5,1,1,6,3.0,4.0,26,Entire home/apt,5.313205979041787,202.0
6,4.0,1,1,3,1.0,1.0,26,Entire home/apt,4.605170185988092,99.0
108,4.5,1,1,2,1.5,1.0,26,Private room,3.58351893845611,35.0
51,5.0,1,1,2,1.0,1.0,26,Private room,4.02535169073515,55.0
39,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
48,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.248495242049359,69.0
77,4.5,1,1,2,1.0,1.0,26,Private room,4.836281906951478,125.0
52,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.262679877041316,70.0
64,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.875197323201151,130.0
132,5.0,1,1,5,1.0,1.0,26,Entire home/apt,4.07753744390572,58.0
18,4.5,1,1,2,2.0,1.0,26,Private room,3.912023005428146,49.0
17,5.0,1,1,4,1.0,1.0,26,Entire home/apt,5.017279836814924,150.0
42,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.330733340286331,75.0
34,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.795790545596741,120.0
43,5.0,1,1,1,1.0,1.0,26,Private room,4.143134726391533,62.0
29,5.0,1,1,2,2.0,1.0,26,Shared room,4.248495242049359,69.0
83,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.51085950651685,90.0
52,5.0,1,1,4,1.0,2.0,40,Entire home/apt,5.081404364984463,160.0
3,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
17,5.0,1,1,4,1.0,2.0,26,Entire home/apt,5.247024072160486,189.0
65,5.0,1,1,2,1.0,0.0,26,Private room,3.9318256327243257,50.0
53,5.0,1,1,5,2.0,2.0,26,Entire home/apt,4.934473933130692,138.0
1,5.0,0,1,8,3.0,4.0,26,Entire home/apt,6.2166061010848646,500.0
5,4.5,1,1,1,1.0,1.0,26,Private room,4.189654742026425,65.0
130,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.691347882229144,108.0
0,5.0,0,0,6,2.0,2.0,26,Private room,5.25227342804663,190.0
72,5.0,1,1,6,2.5,2.0,26,Entire home/apt,4.820281565605037,123.0
21,4.5,1,1,5,1.0,2.0,27,Private room,4.663439094112067,105.0
46,5.0,1,1,2,1.0,1.0,26,Private room,4.0943445622221,59.0
68,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.330733340286331,75.0
124,5.0,1,1,2,1.0,1.0,26,Private room,4.143134726391533,62.0
22,5.0,1,1,1,1.0,1.0,26,Private room,4.330733340286331,75.0
6,5.0,1,1,4,2.0,1.0,26,Private room,4.189654742026425,65.0
7,5.0,1,1,10,2.5,4.0,27,Entire home/apt,5.680172609017068,292.0
21,5.0,1,1,6,2.0,3.0,26,Entire home/apt,5.010635294096256,149.0
24,4.5,1,1,2,1.0,1.0,26,Private room,3.4339872044851463,30.0
70,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.499809670330265,89.0
12,5.0,1,1,2,1.5,1.0,26,Private room,4.330733340286331,75.0
1,5.0,0,1,8,4.0,4.0,32,Entire home/apt,5.602118820879701,270.0
17,5.0,1,1,3,1.0,2.0,26,Entire home/apt,5.017279836814924,150.0
141,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.189654742026425,65.0
119,5.0,1,1,2,1.0,1.0,26,Private room,3.912023005428146,49.0
26,5.0,1,1,2,1.0,1.0,26,Entire home/apt,5.111987788356544,165.0
81,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.836281906951478,125.0
12,5.0,1,1,2,1.0,1.0,26,Entire home/apt,5.111987788356544,165.0
117,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.465908118654584,86.0
18,4.5,1,1,6,2.5,3.0,26,Entire home/apt,5.525452939131784,250.0
77,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.61512051684126,100.0
9,5.0,1,1,2,1.0,1.0,26,Private room,4.189654742026425,65.0
46,4.5,1,1,7,2.0,3.0,26,Entire home/apt,4.912654885736052,135.0
26,4.5,1,1,1,1.0,1.0,26,Private room,4.110873864173311,60.0
45,5.0,1,1,2,1.0,1.0,26,Private room,3.828641396489095,45.0
26,5.0,1,1,9,3.5,4.0,26,Entire home/apt,5.857933154483459,349.0
8,5.0,1,1,4,1.0,0.0,26,Entire home/apt,3.713572066704308,40.0
40,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.890349128221754,132.0
6,5.0,1,1,3,1.0,1.0,26,Entire home/apt,5.14166355650266,170.0
92,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.0943445622221,59.0
29,5.0,1,1,2,1.0,1.0,26,Private room,3.970291913552122,52.0
76,5.0,1,1,2,1.0,1.0,26,Private room,4.189654742026425,65.0
39,5.0,1,1,2,1.0,1.0,26,Private room,3.9318256327243257,50.0
38,5.0,1,1,2,1.0,1.0,26,Private room,4.007333185232471,54.0
2,5.0,0,1,4,1.0,1.0,26,Entire home/apt,4.912654885736052,135.0
31,4.5,1,1,2,1.0,1.0,26,Private room,3.258096538021482,25.0
9,5.0,1,1,2,1.0,1.0,26,Private room,4.7535901911063645,115.0
135,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
1,5.0,0,1,2,1.0,1.0,26,Private room,4.61512051684126,100.0
8,4.5,1,1,3,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
15,5.0,1,1,4,1.0,2.0,32,Private room,5.017279836814924,150.0
91,5.0,1,1,8,1.5,3.0,26,Entire home/apt,5.187385805840755,178.0
22,5.0,1,1,8,2.5,3.0,26,Entire home/apt,5.225746673713202,185.0
1,5.0,0,1,2,1.0,1.0,26,Private room,4.262679877041316,70.0
53,5.0,1,1,3,1.0,1.0,26,Entire home/apt,5.602118820879701,270.0
176,5.0,1,1,2,1.0,1.0,26,Private room,3.713572066704308,40.0
8,4.5,1,1,2,1.0,1.0,26,Private room,4.330733340286331,75.0
105,5.0,1,1,2,1.0,1.0,26,Private room,3.555348061489413,34.0
85,4.5,1,1,3,1.0,2.0,26,Entire home/apt,4.454347296253507,85.0
62,5.0,1,1,4,1.0,0.0,26,Entire home/apt,4.787491742782046,119.0
4,5.0,1,1,2,1.0,1.0,26,Private room,3.258096538021482,25.0
29,5.0,1,1,4,1.0,1.0,27,Entire home/apt,4.248495242049359,69.0
65,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.23410650459726,68.0
70,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.262679877041316,70.0
15,4.5,1,1,3,1.0,0.0,26,Entire home/apt,4.8283137373023015,124.0
161,5.0,1,1,2,1.0,1.0,26,Private room,3.9889840465642745,53.0
43,4.5,1,1,2,1.0,1.0,26,Private room,4.189654742026425,65.0
17,4.5,1,1,2,1.0,1.0,26,Private room,3.58351893845611,35.0
25,5.0,1,1,2,1.0,1.0,27,Entire home/apt,5.111987788356544,165.0
137,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.343805421853684,76.0
40,5.0,1,1,4,2.0,2.0,26,Entire home/apt,5.176149732573829,176.0
161,5.0,1,1,4,1.0,2.0,26,Entire home/apt,3.871201010907891,47.0
80,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.330733340286331,75.0
98,5.0,1,1,2,1.0,1.0,26,Private room,4.23410650459726,68.0
25,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.532599493153256,92.0
0,5.0,0,0,1,1.0,1.0,26,Private room,3.4339872044851463,30.0
77,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.248495242049359,69.0
82,5.0,1,1,6,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
129,5.0,1,1,3,1.0,0.0,26,Entire home/apt,4.700480365792417,109.0
12,4.5,1,1,4,2.0,2.0,26,Entire home/apt,4.624972813284271,101.0
108,5.0,1,1,3,1.0,1.0,26,Private room,3.828641396489095,45.0
1,5.0,0,1,1,3.0,1.0,26,Private room,3.258096538021482,25.0
56,5.0,1,1,3,1.0,1.0,26,Private room,3.9318256327243257,50.0
16,5.0,1,1,8,2.0,3.0,26,Entire home/apt,5.8888779583328805,360.0
106,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.23410650459726,68.0
48,5.0,1,1,2,1.0,1.0,26,Private room,5.303304908059076,200.0
5,5.0,1,1,9,2.5,3.0,26,Entire home/apt,5.081404364984463,160.0
21,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.61512051684126,100.0
7,5.0,1,1,8,3.5,3.0,26,Entire home/apt,6.2166061010848646,500.0
3,5.0,1,1,4,2.0,2.0,26,Private room,5.10594547390058,164.0
131,4.5,1,1,1,1.0,1.0,26,Private room,3.9318256327243257,50.0
60,5.0,1,1,5,1.0,2.0,27,Entire home/apt,4.248495242049359,69.0
7,4.5,1,1,6,1.0,2.0,26,Entire home/apt,4.927253685157205,137.0
28,4.5,1,1,6,2.5,3.0,26,Entire home/apt,5.1647859739235145,174.0
19,4.5,1,1,8,2.0,3.0,26,Entire home/apt,5.220355825078324,184.0
6,4.0,1,1,4,1.0,1.0,26,Entire home/apt,4.543294782270004,93.0
5,5.0,1,1,6,1.0,2.0,26,Entire home/apt,5.043425116919247,154.0
32,4.5,1,1,6,2.0,2.0,26,Entire home/apt,5.513428746164983,247.0
6,5.0,1,1,4,2.0,2.0,26,Entire home/apt,5.043425116919247,154.0
6,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.605170185988092,99.0
27,5.0,1,1,9,2.5,4.0,26,Entire home/apt,5.780743515792329,323.0
9,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.948759890378168,140.0
40,5.0,1,1,6,2.0,2.0,26,Entire home/apt,5.556828061699537,258.0
27,5.0,1,1,10,2.5,3.0,26,Entire home/apt,6.0867747269123065,439.0
11,4.5,1,1,6,2.0,2.0,26,Entire home/apt,5.424950017481403,226.0
16,5.0,1,1,7,2.5,2.0,26,Entire home/apt,5.552959584921617,257.0
11,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.804021044733257,121.0
15,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.990432586778736,146.0
12,4.5,1,1,6,1.0,2.0,26,Entire home/apt,5.043425116919247,154.0
6,5.0,1,1,6,2.0,3.0,26,Entire home/apt,5.043425116919247,154.0
0,5.0,0,0,4,1.0,1.0,26,Entire home/apt,4.605170185988092,99.0
10,4.5,1,1,4,1.0,2.0,26,Entire home/apt,4.867534450455582,129.0
42,4.5,1,1,4,1.0,2.0,26,Entire home/apt,4.852030263919617,127.0
6,5.0,1,1,6,2.0,2.0,26,Entire home/apt,5.598421958998375,269.0
17,4.5,1,1,8,2.0,3.0,26,Entire home/apt,5.872117789475416,354.0
4,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.948759890378168,140.0
7,4.5,1,1,8,3.0,3.0,26,Entire home/apt,5.872117789475416,354.0
12,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.605170185988092,99.0
4,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.605170185988092,99.0
16,5.0,1,1,6,2.0,2.0,26,Entire home/apt,5.170483995038151,175.0
9,5.0,1,1,4,1.5,1.0,26,Entire home/apt,4.605170185988092,99.0
5,5.0,1,1,6,2.0,2.0,26,Entire home/apt,5.41164605185504,223.0
19,5.0,1,1,7,2.5,3.0,26,Entire home/apt,5.1647859739235145,174.0
14,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.442651256490317,84.0
2,5.0,0,1,2,1.5,1.0,26,Entire home/apt,5.043425116919247,154.0
11,5.0,1,1,8,2.5,3.0,26,Entire home/apt,5.272999558563747,194.0
5,5.0,1,1,8,2.0,3.0,26,Entire home/apt,5.327876168789581,205.0
15,5.0,1,1,6,2.0,2.0,26,Entire home/apt,5.220355825078324,184.0
1,5.0,0,1,6,1.0,2.0,26,Entire home/apt,6.2166061010848646,500.0
25,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.605170185988092,99.0
18,5.0,1,1,2,2.0,2.0,27,Entire home/apt,5.170483995038151,175.0
14,4.5,1,1,7,2.5,4.0,32,Entire home/apt,5.525452939131784,250.0
27,5.0,1,1,2,1.0,1.0,27,Entire home/apt,4.727387818712341,112.0
38,5.0,1,1,2,1.0,1.0,26,Private room,4.189654742026425,65.0
87,5.0,1,1,3,1.0,1.0,26,Private room,4.0943445622221,59.0
133,5.0,1,1,4,1.0,0.0,26,Entire home/apt,4.691347882229144,108.0
39,4.5,1,1,2,1.0,0.0,26,Entire home/apt,4.189654742026425,65.0
88,5.0,1,1,6,2.0,2.0,26,Entire home/apt,4.48863636973214,88.0
45,4.5,1,1,8,2.5,3.0,27,Entire home/apt,4.927253685157205,137.0
3,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.330733340286331,75.0
24,5.0,1,1,4,1.0,1.0,26,Entire home/apt,5.220355825078324,184.0
31,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.382026634673881,79.0
3,5.0,1,1,9,2.5,3.0,26,Entire home/apt,6.111467339502679,450.0
154,5.0,1,1,4,2.0,2.0,26,Entire home/apt,4.605170185988092,99.0
40,5.0,1,1,2,1.0,1.0,26,Private room,4.51085950651685,90.0
38,5.0,1,1,1,1.0,1.0,26,Private room,3.58351893845611,35.0
44,5.0,1,1,1,1.0,1.0,26,Private room,3.58351893845611,35.0
38,5.0,1,1,5,2.5,3.0,26,Entire home/apt,5.010635294096256,149.0
20,5.0,1,1,2,1.0,1.0,26,Private room,4.51085950651685,90.0
35,5.0,1,1,6,2.5,3.0,26,Entire home/apt,5.049856007249537,155.0
5,4.5,1,1,4,1.0,1.0,27,Private room,3.58351893845611,35.0
0,5.0,0,0,4,1.0,1.0,26,Entire home/apt,5.703782474656201,299.0
63,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.795790545596741,120.0
2,5.0,0,1,4,2.0,2.0,26,Entire home/apt,5.62040086571715,275.0
1,5.0,0,1,2,1.0,1.0,26,Entire home/apt,4.330733340286331,75.0
0,5.0,0,0,2,1.0,1.0,26,Entire home/apt,4.330733340286331,75.0
70,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.709530201312334,110.0
27,4.5,1,1,2,1.0,1.0,26,Entire home/apt,3.6635616461296463,38.0
87,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.262679877041316,70.0
99,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.110873864173311,60.0
51,5.0,1,1,2,1.0,1.0,26,Private room,3.8918202981106265,48.0
0,5.0,0,0,14,3.0,6.0,26,Entire home/apt,5.198497031265826,180.0
51,5.0,1,1,3,1.0,0.0,26,Entire home/apt,4.454347296253507,85.0
16,5.0,1,1,4,1.0,1.0,26,Entire home/apt,5.19295685089021,179.0
141,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.477336814478207,87.0
22,5.0,1,1,2,2.0,1.0,27,Private room,3.58351893845611,35.0
16,4.5,1,1,6,2.0,2.0,26,Entire home/apt,5.3471075307174685,209.0
17,4.5,1,1,4,1.5,2.0,26,Entire home/apt,5.135798437050262,169.0
33,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.709530201312334,110.0
6,5.0,1,1,2,1.5,1.0,26,Private room,4.394449154672439,80.0
2,5.0,0,1,2,1.0,0.0,26,Entire home/apt,4.356708826689592,77.0
73,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
52,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.23410650459726,68.0
3,4.5,1,1,9,2.5,3.0,27,Entire home/apt,5.525452939131784,250.0
30,5.0,1,1,2,1.0,1.0,26,Private room,4.189654742026425,65.0
1,5.0,0,1,1,1.5,1.0,26,Private room,4.6443908991413725,103.0
1,5.0,0,1,2,2.0,2.0,27,Private room,4.110873864173311,60.0
55,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.663439094112067,105.0
9,5.0,1,1,4,2.0,1.0,27,Entire home/apt,5.123963979403259,167.0
5,4.0,1,1,1,1.0,1.0,27,Private room,3.49650756146648,32.0
50,5.0,1,1,10,2.0,5.0,26,Entire home/apt,4.262679877041316,70.0
45,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.875197323201151,130.0
156,5.0,1,1,4,1.0,0.0,26,Entire home/apt,3.4339872044851463,30.0
14,5.0,1,1,2,1.0,1.0,26,Private room,4.605170185988092,99.0
48,5.0,1,1,6,1.0,1.0,26,Entire home/apt,4.499809670330265,89.0
84,4.5,1,1,5,1.0,1.0,26,Entire home/apt,4.02535169073515,55.0
76,5.0,1,1,5,1.0,1.0,26,Entire home/apt,4.718498871295094,111.0
134,5.0,1,1,1,1.0,1.0,26,Private room,3.828641396489095,45.0
45,5.0,1,1,2,1.0,1.0,26,Private room,4.276666119016055,71.0
0,5.0,0,0,4,0.5,1.0,26,Private room,3.6635616461296463,38.0
10,4.5,1,1,4,1.0,1.0,26,Private room,3.58351893845611,35.0
15,4.5,1,1,2,0.5,1.0,26,Private room,3.58351893845611,35.0
55,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
7,5.0,1,1,6,3.0,3.0,26,Entire home/apt,5.442417710521793,230.0
18,5.0,1,1,2,1.5,1.0,26,Private room,4.394449154672439,80.0
2,5.0,0,1,1,1.0,2.0,26,Private room,3.912023005428146,49.0
72,5.0,1,1,2,1.0,1.0,26,Private room,4.0943445622221,59.0
25,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
21,5.0,1,1,13,3.5,5.0,26,Entire home/apt,5.87493073085203,355.0
9,5.0,1,1,2,1.0,1.0,26,Private room,3.9318256327243257,50.0
99,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.406719247264253,81.0
90,5.0,1,1,6,2.5,2.0,26,Entire home/apt,5.049856007249537,155.0
77,5.0,1,1,2,1.0,1.0,26,Private room,4.454347296253507,85.0
22,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.553876891600541,94.0
76,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.787491742782046,119.0
8,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.787491742782046,119.0
42,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
5,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
24,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
24,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
90,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.499809670330265,89.0
190,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.189654742026425,65.0
13,4.5,1,1,2,2.0,1.0,26,Private room,4.382026634673881,79.0
82,5.0,1,1,2,1.0,1.0,26,Private room,3.4339872044851463,30.0
65,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.382026634673881,79.0
25,4.5,1,1,2,1.0,1.0,26,Private room,3.58351893845611,35.0
51,4.5,1,1,2,1.0,1.0,26,Private room,4.02535169073515,55.0
4,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.330733340286331,75.0
1,5.0,0,1,2,1.0,1.0,26,Entire home/apt,5.303304908059076,200.0
6,4.5,1,1,6,2.0,3.0,26,Entire home/apt,4.465908118654584,86.0
31,5.0,1,1,1,2.0,1.0,26,Private room,3.8918202981106265,48.0
40,5.0,1,1,6,2.5,2.0,26,Entire home/apt,5.25227342804663,190.0
9,5.0,1,1,4,1.0,2.0,26,Private room,5.099866427824199,163.0
41,4.5,1,1,2,1.0,1.0,26,Private room,3.9318256327243257,50.0
18,5.0,1,1,6,2.5,3.0,26,Entire home/apt,5.247024072160486,189.0
92,5.0,1,1,2,1.0,1.0,26,Private room,4.02535169073515,55.0
173,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.382026634673881,79.0
81,5.0,1,1,2,1.5,1.0,26,Private room,3.828641396489095,45.0
0,5.0,0,0,2,1.0,1.0,26,Entire home/apt,4.262679877041316,70.0
4,5.0,1,1,1,2.0,1.0,26,Private room,3.9318256327243257,50.0
9,5.0,1,1,3,1.0,2.0,26,Entire home/apt,4.7535901911063645,115.0
11,5.0,1,1,6,2.0,3.0,26,Entire home/apt,5.707110264748875,300.0
22,5.0,1,1,3,1.0,1.0,26,Entire home/apt,5.278114659230517,195.0
73,5.0,1,1,5,1.0,2.0,26,Entire home/apt,4.867534450455582,129.0
38,5.0,1,1,2,1.5,1.0,26,Private room,4.02535169073515,55.0
21,5.0,1,1,1,1.0,1.0,26,Private room,3.912023005428146,49.0
42,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.51085950651685,90.0
57,5.0,1,1,2,1.5,1.0,26,Private room,3.828641396489095,45.0
14,5.0,1,1,2,1.0,1.0,26,Private room,3.828641396489095,45.0
65,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.02535169073515,55.0
4,5.0,1,1,5,1.0,3.0,26,Entire home/apt,5.247024072160486,189.0
62,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.143134726391533,62.0
66,5.0,1,1,2,1.0,1.0,26,Private room,4.499809670330265,89.0
27,5.0,1,1,6,2.5,2.0,26,Entire home/apt,5.703782474656201,299.0
7,5.0,1,1,2,1.0,2.0,26,Entire home/apt,4.499809670330265,89.0
38,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.709530201312334,110.0
73,5.0,1,1,2,1.0,0.0,29,Entire home/apt,4.584967478670572,97.0
28,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.394449154672439,80.0
36,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.51085950651685,90.0
9,5.0,1,1,2,1.0,1.0,26,Private room,4.564348191467836,95.0
61,5.0,1,1,4,1.0,0.0,26,Entire home/apt,4.795790545596741,120.0
6,5.0,1,1,4,2.0,2.0,27,Entire home/apt,4.969813299576001,143.0
95,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.499809670330265,89.0
94,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.406719247264253,81.0
34,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.912654885736052,135.0
0,5.0,0,0,12,6.0,6.0,26,Entire home/apt,6.2166061010848646,500.0
68,5.0,1,1,4,1.0,0.0,26,Entire home/apt,4.795790545596741,120.0
31,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.672828834461906,106.0
13,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.189654742026425,65.0
94,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.605170185988092,99.0
10,4.5,1,1,5,1.0,2.0,27,Entire home/apt,5.003946305945459,148.0
26,5.0,1,1,4,1.0,1.0,32,Entire home/apt,4.61512051684126,100.0
66,5.0,1,1,1,1.0,1.0,26,Private room,3.58351893845611,35.0
57,5.0,1,1,4,1.5,1.0,26,Entire home/apt,4.158883083359672,63.0
113,5.0,1,1,8,2.5,3.0,26,Entire home/apt,4.248495242049359,69.0
22,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.61512051684126,100.0
135,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.248495242049359,69.0
46,5.0,1,1,2,1.5,1.0,25,Private room,3.688879454113936,39.0
29,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.6443908991413725,103.0
19,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.330733340286331,75.0
4,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
93,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.189654742026425,65.0
